_id,TRACKINGNUMBER,INSPECTIONDATE,INSPTYPE,NUMCRITICAL,NUMNONCRITICAL,VIOLLUMP,HAZARDRATING
7233,A018996,20200304,Routine,1,2,"211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 °C. [s. 14(3)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat|502,Not Critical,In operators absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",Low
7234,A018996,20190926,Routine,2,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
7235,A018996,20190214,Follow-Up,1,0,"402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",Low
7236,A018996,20190212,Follow-Up,2,1,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Moderate
7237,A018996,20190211,Routine,4,2,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
7238,A018996,20181010,Routine,1,1,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Moderate
7239,A018996,20180131,Routine,0,4,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|211,Not Critical,Frozen potentially hazardous food stored/displayed above -18 °C. [s. 14(3)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
7240,A018996,20170516,Follow-Up,0,0,,Low
7241,A018996,20170511,Follow-Up,1,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat",Low
7242,A018996,20170504,Routine,2,0,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
7243,NDAA-8ZRNLV,20201126,Routine,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
7244,NDAA-8ZRNLV,20200514,Routine,0,0,,Low
7245,NDAA-8ZRNLV,20200116,Routine,0,0,,Low
7246,NDAA-8ZRNLV,20190726,Follow-Up,0,0,,Low
7247,NDAA-8ZRNLV,20190724,Routine,3,0,"202,Critical,Food not processed in a manner that makes it safe to eat [s. 14(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",Moderate
7248,NDAA-8ZRNLV,20190107,Routine,1,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
7249,NDAA-8ZRNLV,20180822,Follow-Up,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
7250,NDAA-8ZRNLV,20180731,Routine,1,3,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
7251,NDAA-8ZRNLV,20180403,Follow-Up,0,0,,Low
7252,NDAA-8ZRNLV,20180207,Follow-Up,0,0,,Low
7253,NDAA-8ZRNLV,20180205,Routine,1,3,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat",Low
7254,NDAA-8ZRNLV,20170911,Follow-Up,0,0,,Low
7255,NDAA-8ZRNLV,20170828,Routine,2,2,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Moderate
7256,NDAA-8ZRNLV,20170130,Routine,2,1,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
7257,GEDS-6UHQTM,20200504,Routine,1,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Moderate
7258,GEDS-6UHQTM,20191015,Routine,2,1,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
7259,GEDS-6UHQTM,20190503,Follow-Up,0,0,,Low
7260,GEDS-6UHQTM,20190430,Routine,3,3,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",High
7261,GEDS-6UHQTM,20181004,Follow-Up,0,0,,Low
7262,GEDS-6UHQTM,20181003,Routine,2,4,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|501,Not Critical,Operator does not have FOODSAFE Level 1 or Equivalent [s. 10(1)],Not Repeat",Moderate
7263,GEDS-6UHQTM,20180501,Follow-Up,0,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat",Low
7264,GEDS-6UHQTM,20180417,Routine,2,3,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",Moderate
7265,GEDS-6UHQTM,20171108,Routine,1,4,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|304,Not Critical,Premises not free of pests [s. 26(a)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Moderate
7266,GEDS-6UHQTM,20170531,Routine,1,2,"205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
7267,HCAR-BEZRQR,20200108,Routine,1,0,"401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Low
7268,HCAR-BEZRQR,20191003,Follow-Up,0,0,,Low
7269,HCAR-BEZRQR,20190912,Routine,2,1,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Moderate
7270,GEDS-6WVQM8,20200303,Routine,0,1,"309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
7271,GEDS-6WVQM8,20191008,Routine,0,0,,Low
7272,GEDS-6WVQM8,20190329,Routine,0,2,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
7273,GEDS-6WVQM8,20181015,Routine,0,2,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
7274,GEDS-6WVQM8,20180328,Routine,1,2,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Low
7275,GEDS-6WVQM8,20170315,Follow-Up,0,0,,Low
7276,GEDS-6WVQM8,20170307,Follow-Up,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
7277,GEDS-6WVQM8,20170303,Routine,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
7278,HCAR-BD9P6E,20201030,Follow-Up,0,0,,Low
7279,HCAR-BD9P6E,20200929,Routine,4,2,"201,Critical,Food contaminated or unfit for human consumption [s. 13],Not Repeat|203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat",Moderate
7280,HCAR-BD9P6E,20200713,Follow-Up,0,0,,Low
7281,HCAR-BD9P6E,20200610,Routine,3,3,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat",High
7282,HCAR-BD9P6E,20200317,Follow-Up,0,0,,Low
7283,HCAR-BD9P6E,20200316,Routine,4,4,"206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|305,Not Critical,Conditions observed that may allow entrance/harbouring/breeding of pests [s. 26(b),(c)],Not Repeat|307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|309,Not Critical,Chemicals, cleansers, & similar agents stored or labeled improperly [s. 27],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",High
7284,HCAR-BD9P6E,20191120,Follow-Up,0,0,,Low
7285,HCAR-BD9P6E,20191119,Follow-Up,1,0,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat",Moderate
7286,HCAR-BD9P6E,20191023,Routine,2,1,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Moderate
7287,HCAR-BD9P6E,20190716,Follow-Up,1,0,"302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat",Low
7288,HCAR-BD9P6E,20190709,Routine,6,3,"203,Critical,Food not cooled in an acceptable manner [s. 12(a)],Not Repeat|205,Critical,Cold potentially hazardous food stored/displayed above 4 °C. [s. 14(2)],Not Repeat|206,Critical,Hot potentially hazardous food stored/displayed below 60 °C. [s. 14(2)],Not Repeat|209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|210,Not Critical,Food not thawed in an acceptable manner [s. 14(2)],Not Repeat|302,Critical,Equipment/utensils/food contact surfaces not properly washed and sanitized [s. 17(2)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|402,Critical,Employee does not wash hands properly or at adequate frequency [s. 21(3)],Not Repeat",High
7289,GEDS-7NXTJY,20191216,Routine,0,0,,Low
7290,GEDS-7NXTJY,20190822,Follow-Up,0,0,,Low
7291,GEDS-7NXTJY,20190612,Routine,2,0,"301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat",Moderate
7292,GEDS-7NXTJY,20190108,Follow-Up,0,0,,Low
7293,GEDS-7NXTJY,20181210,Routine,2,5,"209,Not Critical,Food not protected from contamination [s. 12(a)],Not Repeat|301,Critical,Equipment/utensils/food contact surfaces not maintained in sanitary condition [s. 17(1)],Not Repeat|308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat|315,Not Critical,Refrigeration units and hot holding equipment lack accurate thermometers [s. 19(2)],Not Repeat|401,Critical,Adequate handwashing stations not available for employees [s. 21(4)],Not Repeat|502,Not Critical,In operators absence, no staff on duty has FOODSAFE Level 1 or equivalent [s. 10(2)],Not Repeat",High
7294,GEDS-7NXTJY,20180605,Routine,0,1,"307,Not Critical,Equipment/utensils/food contact surfaces are not of suitable design/material [s. 16; s. 19],Not Repeat",Low
7295,GEDS-7NXTJY,20171101,Routine,0,0,,Low
7296,GEDS-7NXTJY,20170824,Routine,0,2,"306,Not Critical,Food premises not maintained in a sanitary condition [s. 17(1)],Not Repeat|311,Not Critical,Premises not maintained as per approved plans [s. 6(1)(b)],Not Repeat",Low
7297,GEDS-7NXTJY,20170525,Follow-Up,0,1,"308,Not Critical,Equipment/utensils/food contact surfaces are not in good working order [s. 16(b)],Not Repeat",Low
